irn,order,url,page_type,images,descrip_text_raw,Description,Comparisons,Distribution,type_descrip,type_locality,key_reference,taxon,author_year,common,DesBiblioRef0
311108,2,http://archive.fieldmuseum.org/tanzania/species.asp?ID=3,Species Detail-page,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_stuhlmanni_3_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_stuhlmanni_3_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_stuhlmanni_3.jpg,"
Order: Afrosoricida > Family: Chrysochloridae > Genus: Chrysochloris > Species: stuhlmanni
Chrysochloris stuhlmanni
Matschie, 1894
Stuhlmann's Golden Mole
Figure 1. Photograph by B. Stanley.Figure 2. FMNH 204659. Photograph by R. Banasiak.
Type-Desc:
Sitzb. Ges. Naturf. Fr. Berlin, p.123
Type Locality:
Uganda, Ruwenzori region, 'Ukondjo und Kinyawanga'.
Measurements:Head and body: 105-120 mmTail length: 4-5 mmWeight: 26-53 gDescription:There is no visible tail or eyes, the two of the claws on the front foot are well developed, and there is a green, blue or purple metallic sheen on the fur.  This combination of external characters makes this animal unmistakable.Comparisons: No other animal has the combination of characters listed in the description above.Distribution:Chrysochloris stuhlmanni is restricted to the East African montane highlands (Kingdon, 1984, 1997). In Tanzania, C. stuhlmanni occurs in the Uluguru and Udzungwa mountains and the southern highlands in Iringa and Mbeya Regions.Figure 3. Ecological Notes:Found in montane forests (and shambas in the proximity of such habitats) in a variety of central and southwestern Tanzanian mountains, the golden mole burrows, leaving prominent trails of raised earth above their underground paths.  They eat worms and insects.Key Reference:1. Allen, G. M. and Loveridge, A. 1927. Mammals from the Uluguru and Usambara mountains, Tanganyika Territory. Proceedings of the Boston Society of Natural History, 38: 413-441.2. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:22-27.3. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 139-140.4. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:179-182.5. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika
Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society,
20(6):274-392.
 
","There is no visible tail or eyes, the two of the claws on the front foot are well developed, and there is a green, blue or purple metallic sheen on the fur. This combination of external characters makes this animal unmistakable.Comparisons: No other animal has the combination of characters listed in the description above.",,,"Sitzb. Ges. Naturf. Fr. Berlin, p.123","Uganda, Ruwenzori region, 'Ukondjo und Kinyawanga'.","1. Allen, G. M. and Loveridge, A. 1927. Mammals from the Uluguru and Usambara mountains, Tanganyika Territory. Proceedings of the Boston Society of Natural History, 38: 413-441.2. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:22-27.3. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 139-140.4. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:179-182.5. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika
Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society,
20(6):274-392.",Chrysochloris stuhlmanni,"Matschie, 1894",Stuhlmann's Golden Mole,41852
313005,3,http://archive.fieldmuseum.org/tanzania/species.asp?ID=1,Species Detail-page,,"
Order: Afrosoricida > Family: Tenrecidae > Genus: Micropotamogale > Species: ruwenzorii
Micropotamogale ruwenzorii
(de Witte and Frechkop, 1955)
Ruwenzori Otter Shrew
Type-Desc:
Bull. Inst. R. Sci. nat. Belg., 31(84):9
Type Locality:

Measurements:Head and body: 123-200 mmTail length: 100-150 mmWeight: 135 gKey Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:11-13.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 137-138.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:186-188.
 
",,,,"Bull. Inst. R. Sci. nat. Belg., 31(84):9",,"1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:11-13.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 137-138.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:186-188.",Micropotamogale ruwenzorii,"(de Witte and Frechkop, 1955)",Ruwenzori Otter Shrew,41852
314300,4,http://archive.fieldmuseum.org/tanzania/species.asp?ID=2,Species Detail-page,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_velox_2_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_velox_2_b.jpg,"
Order: Afrosoricida > Family: Tenrecidae > Genus: Potamogale > Species: velox
Potamogale velox
(Du Chaillu, 1860)
Giant Otter Shrew
Figure 1. FMNH 33560. Photograph by P.Lai.Figure 2. FMNH 25973. Photograph by R. Banasiak.
Type-Desc:
Proc. Boston Soc. Nat. Hist., 7:361
Type Locality:
Mountains of the interior, or in the hilly country north and south of the equator, Equatorial Africa [Gabon].
Measurements:Head and body: 290-350 mmTail length: 245-290 mmWeight: 1 kgDescription:Potamogale velox is recognized by the flattened tail that helps it to move through water. The muzzle is flattened, and has many whiskers.  It is brown above and white or yellowish below.  The hind feet are not webbed. Comparisons: The Ruwenzori otter shrew (Micropotamogale ruwenzorii) occurs in Uganda and may be found in Tanzania in the future.  This animal is smaller than Potamogale, the tail is not as flattened, and the digits of the hind feet are webbed. While otters (Aonyx) have the same dorsal color and body form as Potamogale they are bigger and do not have the flattened tail.Distribution:Potamogale velox is found in rivers within the main forest block from Nigeria to W Kenya. This species occurs in large, fast-flowing rivers, streams, sluggish coastal rivers and swamps. It retreats to burrows and crevices on the riferbank to rest and breed. (Kingdon, 1997)Ecological Notes:While this species has not been recorded in Tanzania, it has been observed in countries neighboring Tanzania's northern and western borders and it is possible that Potamogale may be discovered within the country.  Associated with aquatic habitats (including stagnant pools, slow and fast moving streams), this animal is a good swimmer, using its tail for locomotion through water. Potamogale eats crabs, frogs and fish, and lives in holes and tunnels in stream banks.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:14-18.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 137-138.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:186-187.
 
","Potamogale velox is recognized by the flattened tail that helps it to move through water. The muzzle is flattened, and has many whiskers. It is brown above and white or yellowish below. The hind feet are not webbed. Comparisons: The Ruwenzori otter shrew (Micropotamogale ruwenzorii) occurs in Uganda and may be found in Tanzania in the future. This animal is smaller than Potamogale, the tail is not as flattened, and the digits of the hind feet are webbed. While otters (Aonyx) have the same dorsal color and body form as Potamogale they are bigger and do not have the flattened tail.",,,"Proc. Boston Soc. Nat. Hist., 7:361","Mountains of the interior, or in the hilly country north and south of the equator, Equatorial Africa [Gabon].","1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:14-18.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 137-138.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:186-187.",Potamogale velox,"(Du Chaillu, 1860)",Giant Otter Shrew,41852
311714,5,http://archive.fieldmuseum.org/tanzania/species.asp?ID=4,Species Detail-page,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_brachyrhynchus_4_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_brachyrhynchus_4_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_brachyrhynchus_4.jpg,"
Order: Macroscelidea > Family: Macroscelididae > Genus: Elephantulus > Species: brachyrhynchus
Elephantulus brachyrhynchus
(A. Smith, 1836)
Short-snouted Sengi
Figure 1. Photograph by R. Yarnell.Figure 2. FMNH 16661. Photograph by R. Banasiak.
Type-Desc:
Rept. Exped. Exploring Central Africa, 1834:42 [1836]
Type Locality:
The country between Lake Latakoo and the Tropic (=South Africa, Northern Cape Province, Kuruman, to S Botswana).
Measurements:Head and body: 110-138 mmTail length: 85-124 mmWeight: 40 gDescription:Elephantulus brachyrhynchus is golden on the top and lighter on the ventral surface.  There is no pectoral gland present, the ears are relatively short and there are no white rings around the eyes.  The tail is shorter than the length of the head and body.
Comparisons: Elephantulus brachyrhynchus differs from the only other species in the genus found in Tanzania, Elephantulus rufescens, in having no gland marked by a spot on the center of the chest, and having a tail that is shorter than the head and body.
Figure 3. Ecological Notes:E. brachyrhynchus lives in holes initially created by rodents in relatively dry habitats, and eats a variety of invertebrates.  These mammals often live in areas frequented by large herbivores.  
Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:66-67.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 148.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1744-1745.4. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society,
20(6):274-392.
 
","Order: Macroscelidea > Family: Macroscelididae > Genus: Elephantulus > Species: brachyrhynchus
Elephantulus brachyrhynchus
(A. Smith, 1836)
Short-snouted Sengi
Figure 1. Photograph by R. Yarnell.Figure 2. FMNH 16661. Photograph by R. Banasiak.
Type-Desc:
Rept. Exped. Exploring Central Africa, 1834:42 [1836]
Type Locality:
The country between Lake Latakoo and the Tropic (=South Africa, Northern Cape Province, Kuruman, to S Botswana).
Measurements:Head and body: 110-138 mmTail length: 85-124 mmWeight: 40 gDescription:Elephantulus brachyrhynchus is golden on the top and lighter on the ventral surface. There is no pectoral gland present, the ears are relatively short and there are no white rings around the eyes. The tail is shorter than the length of the head and body.
Comparisons: Elephantulus brachyrhynchus differs from the only other species in the genus found in Tanzania, Elephantulus rufescens, in having no gland marked by a spot on the center of the chest, and having a tail that is shorter than the head and body.
Figure 3. Ecological Notes:E. brachyrhynchus lives in holes initially created by rodents in relatively dry habitats, and eats a variety of invertebrates. These mammals often live in areas frequented by large herbivores. 
Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:66-67.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 148.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1744-1745.4. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society,
20(6):274-392.
 ",,,"Rept. Exped. Exploring Central Africa, 1834:42 [1836]","The country between Lake Latakoo and the Tropic (=South Africa, Northern Cape Province, Kuruman, to S Botswana).","1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:66-67.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 148.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1744-1745.4. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society,
20(6):274-392.",Elephantulus brachyrhynchus,"(A. Smith, 1836)",Short-snouted Sengi,41852
311722,6,http://archive.fieldmuseum.org/tanzania/species.asp?ID=7,Species Detail-page,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_rufescens_7_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_rufescens_7_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_rufescens_7.jpg,"
Order: Macroscelidea > Family: Macroscelididae > Genus: Elephantulus > Species: rufescens
Elephantulus rufescens
(Peters, 1878)
Rufous Sengi
Figure 1. Photograph by G. Rathbun.Figure 2. FMNH 186968. Photograph by R. Banasiak.
Type-Desc:
Monatsb. K. Preuss. Akad. Wiss., Berlin, 1878:198
Type Locality:
Kenya, Taita, Ndi.
Measurements:Head and body: 103-150 mmTail length: 100-165 mmWeight: 25-50 gDescription:Elephantulus rufescens the colour of golden sand on top and lighter underneath. There is a noticeable spot on the chest marking a pectoral gland.  The ears are relatively long. There are white rings around the eyes and a brown mark behind each eye.  The tail is about the same length as the head and body.Comparisons: Elephantulus rufescens differs from the only other species in the genus found in Tanzania, Elephantulus brachyrhynchus, in having a gland marked by a spot on the center of the chest, and having a tail that is about the same length as the head and body, and white rings around the eyes.Figure 3. Ecological Notes:Elephantulus rufescens maintains trails in relatively dry habitats, and eats invertebrates.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:66-67.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 148.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1744-1745.4. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society,
20(6):274-392.
 
","Order: Macroscelidea > Family: Macroscelididae > Genus: Elephantulus > Species: rufescens
Elephantulus rufescens
(Peters, 1878)
Rufous Sengi
Figure 1. Photograph by G. Rathbun.Figure 2. FMNH 186968. Photograph by R. Banasiak.
Type-Desc:
Monatsb. K. Preuss. Akad. Wiss., Berlin, 1878:198
Type Locality:
Kenya, Taita, Ndi.
Measurements:Head and body: 103-150 mmTail length: 100-165 mmWeight: 25-50 gDescription:Elephantulus rufescens the colour of golden sand on top and lighter underneath. There is a noticeable spot on the chest marking a pectoral gland. The ears are relatively long. There are white rings around the eyes and a brown mark behind each eye. The tail is about the same length as the head and body.Comparisons: Elephantulus rufescens differs from the only other species in the genus found in Tanzania, Elephantulus brachyrhynchus, in having a gland marked by a spot on the center of the chest, and having a tail that is about the same length as the head and body, and white rings around the eyes.Figure 3. Ecological Notes:Elephantulus rufescens maintains trails in relatively dry habitats, and eats invertebrates.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:66-67.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 148.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1744-1745.4. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society,
20(6):274-392.
 ",,,"Monatsb. K. Preuss. Akad. Wiss., Berlin, 1878:198","Kenya, Taita, Ndi.","1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:66-67.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 148.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1744-1745.4. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society,
20(6):274-392.",Elephantulus rufescens,"(Peters, 1878)",Rufous Sengi,41852
314087,7,http://archive.fieldmuseum.org/tanzania/species.asp?ID=8,Species Detail-page,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_tetradactylus_8_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_tetradactylus_8_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_tetradactylus_8.jpg,"
Order: Macroscelidea > Family: Macroscelididae > Genus: Petrodromus > Species: tetradactylus
Petrodromus tetradactylus
Peters, 1846
Four-toed Sengi
Figure 1. Photograph by G. Rathbun.Figure 2. FMNH 151210. Photograph by R. Banasiak.
Type-Desc:
Bericht Verhandl. K. Preuss. Akad. Wiss. Berlin, 11:258
Type Locality:
Mozambique, Tette.
Measurements:Total length: 323-360 mmHead and body: 165-220 mmTail length: 130-180 mmHindfoot length: 54-61 mmEar length: 33-35 mmWeight: 155-220 gDescription:Petrodromus tetradactylus is the color of ash dorsally and white ventrally.  There is a white ring around the eye. The tail has very black stout hairs along the ventral side, and there are four toes on each hind foot.Comparisons: The only other sengis that are as big are Rhynchocyon, which are bigger, of much darker colours and have five (not four) toes on each
front foot. Elephantulus is a smaller sengi, roughly half the size of Petrodromus, and there are five (not four) toes on each hind foot.Distribution:Petrodromus tetradactylus is found within dense evergreen undergrowth in the caesalpinoid forests, woodlands and thickets throughout SE and central Africa with a distinct population inhabiting the Dem. Rep. Congo (Zaire) basin (south of the main river). It lives in burrows on the forest or thicket floors, using habitual pathways with regularly spaced 'landing pads' of cleared, bare earth. (Kingdon, 1997)Figure 3. Ecological Notes:Petrodromus lives in a variety of habitats, including dry rocky areas, but prefers thick undergrowth.  It eats termites and ants, and does not seem to make a nest, sleeping instead in thick vegetation.Key Reference:1. Brown, J. C.  1964.  Observations on the elephant shrews (Macroscelididae) of equatorial Africa. Proceedings of the Zoological Society of London 143:103-119.2. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:54-59.3. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 149.4. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1742.5. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society, 20(6):274-392.
 
","Order: Macroscelidea > Family: Macroscelididae > Genus: Petrodromus > Species: tetradactylus
Petrodromus tetradactylus
Peters, 1846
Four-toed Sengi
Figure 1. Photograph by G. Rathbun.Figure 2. FMNH 151210. Photograph by R. Banasiak.
Type-Desc:
Bericht Verhandl. K. Preuss. Akad. Wiss. Berlin, 11:258
Type Locality:
Mozambique, Tette.
Measurements:Total length: 323-360 mmHead and body: 165-220 mmTail length: 130-180 mmHindfoot length: 54-61 mmEar length: 33-35 mmWeight: 155-220 gDescription:Petrodromus tetradactylus is the color of ash dorsally and white ventrally. There is a white ring around the eye. The tail has very black stout hairs along the ventral side, and there are four toes on each hind foot.Comparisons: The only other sengis that are as big are Rhynchocyon, which are bigger, of much darker colours and have five (not four) toes on each
front foot. Elephantulus is a smaller sengi, roughly half the size of Petrodromus, and there are five (not four) toes on each hind foot.Distribution:Petrodromus tetradactylus is found within dense evergreen undergrowth in the caesalpinoid forests, woodlands and thickets throughout SE and central Africa with a distinct population inhabiting the Dem. Rep. Congo (Zaire) basin (south of the main river). It lives in burrows on the forest or thicket floors, using habitual pathways with regularly spaced 'landing pads' of cleared, bare earth. (Kingdon, 1997)Figure 3. Ecological Notes:Petrodromus lives in a variety of habitats, including dry rocky areas, but prefers thick undergrowth. It eats termites and ants, and does not seem to make a nest, sleeping instead in thick vegetation.Key Reference:1. Brown, J. C. 1964. Observations on the elephant shrews (Macroscelididae) of equatorial Africa. Proceedings of the Zoological Society of London 143:103-119.2. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:54-59.3. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 149.4. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1742.5. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society, 20(6):274-392.
 ",,,"Bericht Verhandl. K. Preuss. Akad. Wiss. Berlin, 11:258","Mozambique, Tette.","1. Brown, J. C.  1964.  Observations on the elephant shrews (Macroscelididae) of equatorial Africa. Proceedings of the Zoological Society of London 143:103-119.2. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:54-59.3. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 149.4. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1740, 1742.5. Swynnerton, G. H., and R. W. Hayman. 1951. A checklist of the land mammals of the Tanganyika Territory and the Zanzibar Protectorate. Journal of the East African Natural History Society, 20(6):274-392.",Petrodromus tetradactylus,"Peters, 1846",Four-toed Sengi,41852
314792,8,http://archive.fieldmuseum.org/tanzania/species.asp?ID=9,Species Detail-page,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_chrysopygus_9_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_chrysopygus_9_b.jpg,"
Order: Macroscelidea > Family: Macroscelididae > Genus: Rhynchocyon > Species: chrysopygus
Rhynchocyon chrysopygus
Gunther, 1881
Golden-rumped Sengi
Figure 1. Photograph by G. Rathbun.Figure 2. FMNH 153106. Photograph by R. Banasiak.
Type-Desc:
Proc. Zool. Soc. Lond., 1881:164
Type Locality:
Kenya, Mombasa.
Measurements:Head and body: 235-315 mmTail length: 190-263 mmWeight: 408-440 gDescription:Rhynchocyon chrysopygus is recognized by the bright golden rump, contrasting with the rufous colour on the front of the animal.
Comparisons: None of the other Rhynchocyon species have a bright golden rump.
Distribution:Rhynchocyon chrysopygus is restricted to coastal forests of central and southern Kenya within dry evergreen thickets. (Kingdon, 1984, 1997) There have been unconfirmed reports of it occurring in the coastal forests of Tanzania.Ecological Notes:This diurnal animal builds nests of leaves and stays in the same nest for one to three nights, until moving and building a new nest.  R. chrysopygus breeds throughout the year and breeding couples form monogamous pairs (Rathbun, 1979).
Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:40-52.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 152.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1742.4. Rathbun, G. B. 1979. Rhynchocyon chrysopygus. Mammalian Species, No. 117, pps. 1-4.
 
","Order: Macroscelidea > Family: Macroscelididae > Genus: Rhynchocyon > Species: chrysopygus
Rhynchocyon chrysopygus
Gunther, 1881
Golden-rumped Sengi
Figure 1. Photograph by G. Rathbun.Figure 2. FMNH 153106. Photograph by R. Banasiak.
Type-Desc:
Proc. Zool. Soc. Lond., 1881:164
Type Locality:
Kenya, Mombasa.
Measurements:Head and body: 235-315 mmTail length: 190-263 mmWeight: 408-440 gDescription:Rhynchocyon chrysopygus is recognized by the bright golden rump, contrasting with the rufous colour on the front of the animal.
Comparisons: None of the other Rhynchocyon species have a bright golden rump.
Distribution:Rhynchocyon chrysopygus is restricted to coastal forests of central and southern Kenya within dry evergreen thickets. (Kingdon, 1984, 1997) There have been unconfirmed reports of it occurring in the coastal forests of Tanzania.Ecological Notes:This diurnal animal builds nests of leaves and stays in the same nest for one to three nights, until moving and building a new nest. R. chrysopygus breeds throughout the year and breeding couples form monogamous pairs (Rathbun, 1979).
Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:40-52.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 152.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1742.4. Rathbun, G. B. 1979. Rhynchocyon chrysopygus. Mammalian Species, No. 117, pps. 1-4.
 ",,,"Proc. Zool. Soc. Lond., 1881:164","Kenya, Mombasa.","1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2A:40-52.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 152.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1739-1742.4. Rathbun, G. B. 1979. Rhynchocyon chrysopygus. Mammalian Species, No. 117, pps. 1-4.",Rhynchocyon chrysopygus,"Gunther, 1881",Golden-rumped Sengi,41852
