order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
910,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=79,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_hirta_79_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_hirta_79_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_hirta_79.jpg,,Crocidura,,
908,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=33,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=107,"A.  The condylobasal length is greater than or equal to 22.9 mm.B.  The length of the upper toothrow is greater than 9.9 mm.C.  The greatest width of the skull is greater than 9.6 mm.D.  The tail is less than 60% of the head and body, bicoloured, and densely covered in long guard hairs.E.  The fur is soft and long.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_33a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=79,A.  The condylobasal length is less than or equal to 24.7 mm.B.  The length of the upper toothrow is less than 10.6 mm.C.  The greatest width of the skull is less than 10.6 mm.D.  The tail is more or less than 60% of the head and body.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_33b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
906,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=32,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=82,"The skin is bluish or brownish grey on top, and roughly the same colour below sometimes slightly paler, but the difference is subtle.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_32a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=33,"The skin is brown on top (sometimes variegated), and noticeable paler underneath, and the venter is often yellow or cinnamon coloured.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_32b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
898,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=28,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=29,"A.  The skin is black both above and below, with only a very subtle difference between the dorsum and ventrum.B.  The species occur only in undisturbed or only slightly disturbed montane environments.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_28a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=32,"A.  The skin is either steel grey or brown on the dorsum, and either steel grey or brown or yellowish on the ventrum, with the difference between the dorsum and ventrum noticeable.B.  The species does not occur in undisturbed or only slightly disturbed montane environments.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_28b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
896,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=27,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=99,"A.  The length of the tail is greater than 85% of the length of the head and body, and the tail is prehensile.B.  The claws are very small.C.  The braincase is highly domed.D.  The cranium is long and narrow such that the sides of the braincase and the maxilla appear parallel and the last one quarter of the braincase is constricted.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_27a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=28,"A.  The length of the tail is less than 80% of the length of the head and body, and the tail is not prehensile.B.  The braincase is not highly domed.C.  The cranium tapirs with regard to the relationship between the sides of the braincase and the maxilla, and if there is any constriction at the back of the braincase it is near the very end of the cranium.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_27b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
892,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=25,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=26,A.  The colour of the dorsum is very black.B.  The tail is striking with numerous guard hairs along most of its length.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_25a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=27,A.  The colour of the dorsum may be black or brown.B.  The tail may have guard hairs but these are not numerous along most of its length.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_25b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
886,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=22,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=23,The greatest length of the skull is less than 20.5 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_22a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=25,The greatest length of the skull is greater than 20.5 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_22b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
880,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=19,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=20,A.  The condyloincisive length is less than 17.2 mm.B.  The fur is not thick and wooly.C.  The length of the hindfoot is generally less than 12 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_19a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=22,"A.  The condyloincisive length is greater than 17.2 mm.B.  If less, than no less than 16.3 and fur may be thick and wooly.C.  The length of the hindfoot is generally equal to, or greater than 12 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_19b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
876,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=17,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=18,A.  The condyloincisive length is between 25.5 and 27 mm.B.  The cranium appears flattened in lateral view.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_17a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=19,"A.  The condyloincisive length is less than 25.5 mm.B.  The skull may or may not appear flattened in lateral view.C.  If the condyloincisive length is greater than 25.5 mm, than it is no greater than 26.2 and skull does not appear flattened in lateral view.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_17b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
870,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=14,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=15,"A.  The skin is bicolored (sometimes markedly so), with the chest and belly much lighter than the back (sometimes white), with a sharp demarcation between the two.B.  The tail is short and thick and densely covered with long bristles (sometimes white).C.  The ears are naked and prominent.D.  The hindfoot is short in relation to body size.E.  The cranium has a flat dorsal profile (in lateral view) .F.  In dorsal view the cranium exhibits an hour-glass shape with the anterior corners very angular (not rounded).G.  The interorbital constriction is long and narrow.H.  The upper incisors are very large.I.  The upper second molar is very wide.J.  The third upper molar is very slim (ratio of M3 width to length less than 45%) (Hutterer, 1986).",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_14a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=17,"A.  Skin does not have all the features described in 2A.B.  If the skin is bicoloured with a light chest and belly, skull without all the features described in 2A.C.  The third upper molar is not as thin and bladelike.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_14b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
868,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=13,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=94,"A.  The condyloincisive length is greater than 27 mm.B.  The total length is greater than 190 mm.C.  The length of the ear is equal to, or greater than 10 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_13a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=14,"A.  The condyloincisive length is less than 27 mm.B.  The total length is less than 190 mm.C.  The length of the ear is equal to, or less than 10 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_13b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
852,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=5,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=6,There are four unicuspids in the anterior upper toothrow.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=13,There are only three unicuspids in the anterior upper toothrow.,http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1_5b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
844,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=1,Option-page,Section: Soricidae,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=2,"A.  The braincase is sharply angled on the sides (this is best seen looking down on the cranium).
B.  There are two small holes on the top of the cranium.
C.  The interparietal bone (a single triangular bone in the center of the midline at the back of the cranium) is prominent.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=5,"A.  The braincase is not sharply angled on the sides (this is best seen looking down on the skull).
B.  There are no small holes on the top of the cranium. 
C.  The interparietal bone (a single triangular bone in the center of the midline at the back of the cranium) is not present.",http://archive.fieldmuseum.org/tanzania/Key_Images/Soricidae_1b.jpg,,"['', '', '©P. Lai & L. Watson', '©L. Watson', 'Select', 'Select']",,,©P. Lai & L. Watson | ©L. Watson
911,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=2,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_velox_2_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_velox_2_b.jpg,,Potamogale,,
843,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=2&key=3,Option-page,Section: Insectivora,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=3&key=1,"A.  The front tooth on each side of the upper jaw (incisor) has 2 major cusps - the anterior one larger and forming a hook shape curving out from the skull.  
B.  The greatest length of the skull is shorter than 35 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Insectivora_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=2,"A.  The front tooth on each side of the upper jaw (incisor) has 1 major cusp and the tooth is relatively straight, not forming a hook shape curving out from the skull. 
B.  The greatest length of the skull is longer than 40 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Insectivora_3b.jpg,,"['', '', '©L. Watson', '©L. Watson', 'Select', 'Select']",,,©L. Watson | ©L. Watson
